Answer,Question,
1,The eruption of Mt St Helens was associated with activity along a convergent plate boundary,
1,The establishment of a concentration gradient is the result of active transport,
1,The Ethiopian Orthodox Church is a Christian Island in a Muslim sea.,
0,The Evangelical population of India is virtually nonexistent.,
0,The evidence used in evidence-based criminology is the same type of evidence that is used in a criminal trial.,
0,The excess reagent refers to the additional amount of a reactant in a chemical reaction that must be added in order for the reaction to proceed,
0,the factors that influence a customer's buying decision are not important to marketers,
1,"The famous ""year without a summer"" and the writing of Frankenstein occurred due to the eruption of Mount Tambora, Indonesia",
1,"The farther away the points on a scatter diagram fall from the regression line, the lower the correlation",
1,The federal agency that collects taxes is the IRS,
0,The feminization of labor has occurred only in developing countries,
1,The files stdio.h and math.h are libraries that contain standard functions for our use,
1,The Filipino church is a significant missionary sending body.,
0,The Filipino Roman Catholic Church has been very resistant to the Charismatic movement.,
0,The final stage of bankruptcy is the dissolution stage.,
1,The financial loss that each stockholder in a corporation can incur is usually limited to the amount invested by the stockholder,
0,The first item listed under the nutrition facts heading on a food label is the calories per serving,
1,The first law of thermodynamics established the equivalence between heat and work but says nothing about the mutual convertibility,
0,The first law of thermodynamics is simply the law of transformation of energy,
0,The first line of the function definition terminates with a semicolon,
1,"the first step in making a decision is recognizing a need, desire, or problem",
1,The foods a teenage girl eats today may affect her pregnancy in later years,
1,The force acting on a charge in an electric field is equal to the negative gradient of electric field strength,
0,"The form of Alleluia, O virgo mediatrix is A-A-B",
1,The formation of a peptide bond is a dehydration reaction,
1,The formation of ADP from ATP is a hydration reaction,
1,The foundation for the Myanmar church was laid by an American Baptist missionary.,
0,"The fourth step of the conversation, the feedback stage, is the reverse of the opening.",
0,The French Wars of Religion did not involve aristocratic resentment at royal authority.,
1,The French Wars of Religion involved Spanish interference in French politics.,
0,The freshness date is the last day a food should be eaten or used,
1,The function call is an executable statement,
0,The function call requires the data types and identifiers for each parameter,
1,THe function declaration requires the data types and identifiers for each parameter,
1,"The functions performed by sales managers include planning, recruiting, training, budgeting, development of compensation plans, and assessing sales force productivity.",
1,The gcc comiler as found of guru will require the source code file name to end with a .c entension,
1,The gcc compiler as found on guru will require that the main be an int function,
0,The gcc compiler as used on the guru.itap.purdue.edu server this semester will permit a variable to be declared and initialized in the first expression of a for loop,
1,The German Peasant Revolt was caused by economic distress of the German peasants.,
0,The German Peasant Revolt was caused by encouragement by the Catholic Church.,
1,The German physicist and physiologist Helmholtz said the foundations for the theories of vision and hearing,
1,The glucose the concentration in the blood plasma is generally higher than in cells,
1,The goal of welfare states it is to provide for the well-being of its citizens through programs such as national health plans and old age plans,
1,The government of Venice during the Renaissance may most closely be labeled a republic.,
1,The great Jewish prayer is as important to the Jews as the Our Father is to the Christians,
1,The great majority of private schools in the United States have a religious affiliation.,
0,"The greater the number of micro states that correspond to a given macro state, the less of the probability of that macrostate",
0,The greatest need of Ecuador is more investment.,
0,The greatest negative impact on the environment caused by developed countries is due to large and growing population.,
1,The greatest threat to Mali is never-ending governmental breakdown.,
0,the gross profit margin is the amount a customer pays for a product,
0,The guitar is most likely of African origin,
0,"The hard determinists are claiming that only their behavior is determined, but they are making no claims about your behavior.",
1,The Hawaiian island chain is an example of a continental volcanic arc,
1,The heat absorbed in any reversible isobaric process is equal to the difference between the enthalpies of the system in the end states of the process,
0,The heat required to melt one mole of solid substance is called its molar enthalpy of melting,
1,The heat required to vaporize one mole of a liquid is called its molar enthalpy of vaporization,
1,The hidden curriculum is a term that refers to a schools unofficial rules by which students learn various behaviors attitudes and values,
0,the hierarchy of needs was developed by Isaac Newton,
0,The higher the activation energy that faster a reaction will proceed.,
0,"The higher the income of a bankrupt, the more likely the debts will be discharged by Chapter 7 bankruptcy rather than by debt repayment over time.",
0,"The higher the Km, the higher the apparent affinity of the transporter for the Solute",
1,"The higher the partition coefficient of the substance, the more easily it will be able to cross the membrane lipid barrier",
1,"The higher the r value, the lower the standard error of estimate",
0,"the higher the rate of interest, the less income you deposit will earn",
1,The Himalayan Mountains were produced by a collision of India with Asia about 40 million years ago,
1,"The hotter an object, the bluer it appears",
1,The human population is exploding because we have effectively decreased our environmental resistance.,
1,The human population is exploding because we have effectively increased our biotic potential.,
1,The hydrolysis of ATP releases free energy only when it is coupled with other cellular processes that require free energy,
1,The hydrophobic bilayer membrane is a barrier to inorganic ions and is also a poor conductor of electricity,
1,The impossibility to construct a perpetual motion machine led to the universal acceptance of the principle of conversation of energy,
1,The inability to control mitosis is associated with cancer development.,
1,the incenter is equidistant from each side of a triangle,
0,The increase in entropy involves an evolution from more probable configurations to less probable,
1,The increasing integration of previously isolated events and their overlapping impact on people is a key aspect of globalization.,
1,The index value represents an offfset from the beginning of the array to the element being referenced,
1,"The Indian church currently sends over 80,000 missionaries.",
1,The individual task represented by a function should be a testable apart from the rest of the program,
1,The Indonesian church has grown spectacularly in the last generation and now forms over 5% of the population.,
0,The influence of the Catholic Church (in Honduras) is strong and growing.,
1,"The influx of a substance by simple diffusion increases nearly with the increase in substance concentration, with no maximal rate of transport",
0,The information on the numbers of micro states in a given macro state is contained in a function known as mathematical probability,
0,the information that can be provided in an advertisement is unlimited,
1,The initialization of the loop control variable must take place outside the body of a pretest loop,
1,The insertion sorting algorithm begins with one value in the sorted list before the first pass,
1,The intensity of the U.S. buisness cycle varies from region to region across the United States.,
1,The interaction of phospholipids with water is referred to as amphipathic,
0,The interior of Earth consists almost entirely of molten rock,
1,The intermolecular force between molecules of oxygen is dipole-dipole in nature,
0,The internal energy is a state function and depends on the way in which the state has been achieved,
1,The internal energy is an extensive property of a system while the internal energy per mole is an intensive state property of that system,
0,The internal energy of a system will increase if that system performs work against external objects,
0,The internal energy of an ideal gas is a function of temperature and pressure,
1,The internal energy U of a system may change if the number of the particles of the system changes,
0,The introduction of solid foods into a baby's diet usually begins with strained meats,
0,The investment risk in a cash balance plan is the responsibility of the participant,
0,The ions that can be observed forming a precipitate are known as spectator ions,
0,The IRS is the only government agency involved in the oversight of retirement plans,
1,the IRS will not consider a tax return filed if it is not signed,
0,The Islam practiced in Mali is amongst the most oppressive found on Earth.,
0,The island of Hawaii experiences volcanism because it is located above the Mid-Pacific Ridge,
1,The Israelites had certain laws in place regarding leprosy,
1,The journal entry to record the purchase of treasury stock will cause total stockholders' equity to decrease by the amount of the cost of the treasury stock,
0,The Kelvin temperature scale is measured in degrees,
0,The Kenyan church has virtually no missionary vision.,
1,The key element in the contemporary street code is the issue of respect.,
0,The Keynesian approach of the 1960's can be considered simply-side economics.,
1,The kinetic molecular theory assumes that the distance between the particles of a gas is so large that there are no significant attractive or repulsive forces,
1,The kinetic molecular theory describes the behavior of matter in terms of particles in motion,
0,the kinetics of facilitated diffusion for substrates can be described by fick's law,
1,The knowledge of early civilizations and the culture of the Middle Ages were preserved largely in monasteries,
0,The large free energy change of ATP hydrolysis can be coupled with other reactions that have negative free energy changes,
1,"The larger the difference between the cations and anions mobilities, the larger the diffusion potential",
1,"The larger the epicenter of the wave, the more severe the damage will be",
0,The largest city is Calcutta.,
0,The last miracle on earth by Jesus was the raising of Lazarus,
1,The last of forest land leads to soil erosion and loss of animal habitat,
0,The last stage of the perception process is memory.,
1,The law governing bankruptcy is federal statutory law.,
1,The law of conservation of energy states that energy in neither created nor destroyed,
0,the law of demand says that consumers will demand less of a product at a lower price than at a higher price,
1,The law of gravitation is termed universal because it is a property of all material objects,
0,the least amount of sides a polygon can have is 4,
1,The legalistic perspective defines crime as a violation of the criminal law.,
0,"The libertarian would agree with the compatibilist on the definition of ""free actions.""",
0,"the life-span goals you set do not affect your family, future family, and community",
1,The limiting reagent limits the amount of product formed in a chemical reaction,
0,The line between classical and popular music is clearly defined,
0,The linear and binary searching algorithms perfrom in the same amount of time when a target value is not present in an array,
1,The logical AND operator is true only when both operands are true,
1,The logical conclusions which led to the derivation of the Boltzman equation are the same as those on which the Shannon relation is based,
1,The logical expression of an if...else construct must be enclosed in parentheses,
0,The logical OR operator is true only when exactly one of its operands is true,
1,The loop control variable is responsible for terminating the loop because it will eventually result in the loop control expression being false,
0,The Lord's Resistance Army is very much like the Salvation Army.,
1,The lower the viscosity of a lava the more likely it is to produce an effusive eruption,
1,The lunar tides on Earth are making the Moon recede from Earth,
0,The magma that is created by ocean-continent convergence forms either island arcs or belts of igneous activity on the edges of continents called volcanic arcs,
1,The main difference between rationalism and the scientific method is that the scientific method relies on objective assessment to test the idea,
1,The main function is the starting point for execution of the program,
1,The main reason that small corporations adopt qualified plans is to benefit the owner employees,
1,The main source of paid-in-capital is from issuing stock,
1,The major outcome of a business agreement based on reciprocity is a mutual exchange of benefits.,
1,The majority of English language learners were born in the United States and are US citizens.,
1,The majority of Honduras' population is children and more than half of them live in poverty.,
0,The majority of Indian churches are pastored by foreign workers.,
0,The majority of people who enter the US illegally with assistance are trafficked rather than smuggled into the country.,
0,The majority of the believers in North Korea are in state-controlled churches.,
1,The mall is an example of a cathedral of consumption,
0,The mantle is molten metallic layer surrounding the inner core,
1,the marketing mix is developed to meet the wants and needs of a company's consumers,
1,the marketing process is more scientific than creative,
0,The Marxist government of Ethiopia in the 1970's was one of the few to be quite tolerant of the Christian Church.,
1,The mass of a dalton is basically the same as the mass of a neutron,
0,The mathematical probability P is defined as follows: P= greatest posible number of cases / number of favorable cases,
0,The max number of actions that can be associated with a switch case label is one,
0,The maximum annual compensation that can be used to calculate retirement benefits in 2017 is $300k,
0,The maximum loan a persona can take from a 401k plan in 100% of the current value with a cap of $250k,
1,The mean of the t distribution equals 0 for all sample sizes,
1,The measure of each angle of a regular dodecagon is 150°,
1,The medical profession has gotten more diverse over the last 50 years but white males still make the highest starting salaries on average,
0,the melody of The Star-Spangled Banner is best described as conjunct,
0,"The membrane pores of the Bowmans capsule in the kidneys are very small and only albumin, the smallest of the proteins, is filtered through",
1,The membrane pores of the liver cells are extremely large and allow a variety of solutes to pass through and be metabolised,
1,The membrane potential of the cell is due to the presence of all the ions,
0,The membrane potential persists until the concentration difference becomes zero,
1,The Messianic prophecy reveals that the Messiah will come from David's line,
1,The mid-ocean ridges are elevated above the surrounding seafloor because ridge rocks are hot and therefore have relatively low density,
1,The middle school years are characterized by a growth in independence and social interests.,
1,The military regime seeks to destroy Christianity.,
0,The mineral class that makes up more that 95% of the continental crust is termed the oxides,
1,The minimum amount of energy needed by the reactant to form the activated complex and lead to a reaction is known as activation energy,
1,"The minimum distribution rules apply to qualified plans, 403b annuities, 457 plans, traditional IRAs, SIMPLE and SEPs",
1,The mitochondria is believed to be the symbiont in the endosymbiosis Theory,
1,"The mitochondrion plays a central role in the process called apoptosis, or programmed cell death",
1,The mobility of a non charged substance is defined as the velocity per unit driving force,
0,The modern symphony orchestra is typically made up of twenty to thirty players,
0,The modes were developed from the major and minor scales,
1,"The mole ratio is a comparison of how many moles of one substance are required to participate in a chemical reaction with another substance, based on the balanced chemical equation",
0,The monastic life was reserved for men only,
0,"The more mobile the anion is, the more dilute side will be at a positive potential relative to the more concentrated one",
0,"the more often interest is compounded, the less interest you make",
0,"The more valuable the collateral backing up the loan, the higher the interest rate charged on that loan.",
1,The mortgagee is the creditor who makes a mortgage.,
1,The most commanly used measure for the economy's size is the gross production.,
0,The most common bankruptcy proceeding is known as adjustment of debt.,
1,the most difficult type of competition businesses face is a market in which businesses compete with others offering very similar products,
1,"The most frequently prescribed cardiac drugs inhibit the (Na+-Ka+) ATPase. The resultant increase in (Na+) stimulates the cardiac (Na+-Ca2+) anti-port system, boosting CA2+ in the sacroplasmic reticulum, thereby intensifying the force of cardiac muscle contraction",
0,The most important aspect of a teachers effectiveness is his or her personality.,
1,The most influential and most complex form of business of business organization is the cooperation.,
1,The most likely consequence of frustration is direct aggression toward others.,
1,The most recently invented member of the woodwind family is the saxophone,
1,The most widely reported measure of the nation's economic health is the unemployment rate.,
1,The Muslim population of Indonesia is fragmented and less zealous than in the Middle East.,
1,The name of an array is a primary expression whose value is the address of the first element in the array,
1,The name of an array is a reference to the address of where it beings inside the memory of the computer,
1,The name of the external file being accessed is case sensitive when referenced in the fopen function call,
1,The national advertising division and national advertising review board...,
0,"The National Education Association and the American Federation of Teachers, professional organizations that represent the majority of the nation's teachers, neither take positions on political issues nor endorse individuals running for office.",
1,The NCvs does not include information on crimes against children under the age of 12.,
0,The neap tides can only occur when the Moon's position is at or near one of its orbital nodes,
1,The Nernst potential for each ion in a cell can be computed individually,
1,The net entropy increases when heat flows spontaneously from hot to cold region,
0,The normal condition of cells includes a low intracellular concentration Cl- and a high intercellular concentration K+ compared to the extracellular space,
1,The normal curve never touches the X axis,
0,The normal curve reaches the horizontal axis in 4 standard deviations above and below the mean,
1,The normal deviate test uses the mean of the sample as a basic statistic,
0,The nucleus of the hydrogen atom consists of a single neutron,
0,The number of students in a class is an example of a continuous variable,
1,The octet rule states that atoms combine in order that each may have their outer energy level containing eight electrons,
0,"The only property that is typically exempt from attachment is personal property worth over $1,000.",
0,The only value of random sampling is to achieve a representative sample,
0,The only way to stop a program caught in an infitinte loop is to shut down your terminal software,
1,The operand in a postfit or prefix expression must be a variable,
0,the opposite of pure competition is oligopoly,
0,"The orbitals of the ""s"" shell and the ""p"" shell are similar in shape",
1,The order in which the operators in an expression are evaluated is determined by a set of priorities known as precedence,
1,The order of church services and the structure of each service are known as the liturgy,
0,the orthocenter is also known as the center of gravity,
0,the outpatient portion of a policy covers treatment after you have been admitted to the hospital,
0,the overall shape of a melody is called its range,
0,The oxidation of glucose to carbon dioxide and water is no spontaneous since it is accompanied by a large negative free energy change,
1,"The paradox of hedonism is the fact that if your only goal is to find pleasure or happiness, you are unlikely to find it.",
1,The party to receive a payment from a negotiable instrument is called the payee.,
1,"The party who agrees to make a payment to another party, based on a document presented to it, such as a bank, is called the drawee.",
1,"The party who issues or creates a document that requests payment, probably from a bank is called the drawer.",
0,The PBCG can never force plan termination,
0,The PBCG guarantees the benefits of 401k plans,
1,The Peace of Westphalia officially recognized Calvinism.,
0,The people cry out for a king when Joshua dies,
1,"the people that you support financially, such as children, are dependents",
0,The percent yield is the maximum amount of product that can be produced from a given amount of reactant,
1,The percentage of indviduals who are undernourished has declined in the past 30 years.,
1,"The percentage of teachers reporting to be ""very satisfied"" with their choice of teaching as a career has almost doubled in the last 25 years.",
1,The percentile rank of a score is equal to the percentage of scores in the distribution that fall below the score in question,
0,The perpetrators of environmental racism come only from outside developing countries.,
0,The Persians conquer the Babylonians and the Assyrians,
0,The personal distance is the closest of all of Halls four distances and ranges from the close phase of actual touching to the far phase of 6 to 18 inches,
1,The Philippines has a large—more than 10%—evangelical population.,
1,The Philippines is a rarity in Asia-a majority-Christian nation.,
1,The Philippines is awash in false cults.,
0,the phrases in the tine Amazing Grace are of unequal length,
0,The piano is limited by a narrow range of pitches and dynamics,
0,The pluralistic perspective is most applicable societies characterized by a shared belief system.,
1,The population that is most vulnerable to the spread of HIV aids is the least likely to have access to high-quality healthcare and expensive drugs that can slow the progress of the disease,
1,The portion of a fracture zone between two offset portions of a ridge crest is called a transform fault,
0,The Portuguese were able to dominate in the Indian Ocean because they could arrange diplomatic missions.,
1,The Portuguese were able to dominate the Indian ocean because they could mount cannons on their ships.,
1,The power of the test is the likelihood of rejecting the null hypothesis when it is false.,
1,The PPF has a bowed-out shape due to the law of increasing opportunity cost.,
1,The precision modifier may be used for the output of any numeric value,
1,The preprocessor is a part of the comiling process and prepares your code for the remainder of the process,
1,"The pressure, temperature and chemical potential are the generalised forces, which drive the generalised changes in volume, entropy and particle number respectively",
1,The price-earnings ratio is a commonly quoted ratio is a commonly quoted ratio by the financial press,
1,the pricing strategies of your direct competition are valuable knowledge for your business,
0,The primary difference between breccia and conglomerate is that conglomerate is finer grained than breccia,
1,The primary distinction between acts of terrorism and violent crimes revolves around the political motivation of the offenders.,
0,The primary focus of trust in transactional sales is trust in the person who sells the product.,
0,The primary sequence of a protein changes as the pH changes.,
1,"The principal statements of a corporation are the income statement, statement of retained earnings, statement of cash flows, and the balance sheet",
1,the principle of organization around a central tone is called tonality,
1,The principle of utility defines a right action as one that produces as much good for as many people as possible.,
0,The process of ATP losing a phosphate is nonsponateous,
1,the process of passing from one key to another is known as modulation,
1,The proton gradient across the inner mitochondrial membrane is maintained by the action of electron transport chain,
0,The Ptolemaic model of the universe was heliocentric,
1,The punctuation of communication is the segmenting of the continuous stream of communication into smaller pieces.,
1,The purpose of the Chartist movement was to get the English House of Commons to pass the Six Acts of the People's Charter.,
0,the quantity of a product that producers are willing and able to provide at a specific price is demand,
0,The range of a correlation coefficient is 0 to +1,
1,The rate of chemical reaction is unrelated to the spontaneity of the reaction,
0,The rate of diffusion of a substance through a membrane does not depend on its solubility in the membrane's nonpolar core,
0,The rate of diffusion of NO2 is greater than NO3,
0,The rate of facilitated diffusion is generally much lesser than that of simple diffusion,
0,The rate of heat transfer is the amount of heat transferred per unit area,
0,The rate of sea floor spreading averages about one meter (3 feet) per year,
1,The rate of the chemical reaction is defined as the change in concentration of a reactant or product in a given time interval,
1,"The reaction A<==>B occurs in a closed system. When the reaction reaches equilibrium at temperature T, the number of molecules changing from A to B is equal to the number of molecules changing from B to A",
1,The reason that the C language does not pass whole arrays by value is the extra stress it would put on the memory of the computer to make a copy of an array,
0,The recommended dietary allowance are the values that appear on nutrition labels on food products,
0,The relationship between the entropy and the number of micro states is given bye delta S= k ln W2/W1,
0,The release of epinephrine when frightened is an example of gene regulation,
1,The removal of detritus (sediments) from weathered rock at an outcrop is termed erosion,
0,The Renaissance is the earliest musical period in the Western tradition,
1,The rest of the world affects what U.S. households consume and what U.S. firms produce.,
1,The restatement of a theme or motive at a higher or lower pitch level is known as a sequence,
1,The retirement/ financial planner is responsible for assuring that their client's interests are always primary in all of their recommendations,
1,The retreats mode of adaptation is associated with drug use.,
0,the return statement cannot contain an expression,
1,The return statement in main will return control to the operating system and will terminate the program,
0,The revenue recognition concept states that revenue should be recorded in the same period as the cash is received,
0,the rhyme scheme of a poem is determined by the first word of each poetic line,
1,The Right to Be Heard states that the government must consider consumer interest when creating laws,
0,The Right to Consumer Education makes certain that consumers have a variety of goods and services to chose from,
1,The Right to Redress promises that consumers should be able to obtain fair remedies to consumer problems,
1,THe role of the main function is to coordinate the function calls and to establish the data needs for a program,
1,The role of the salesperson is to diagnose buyer need and determine how to extract value from the situation.,
0,The role of the trustee is to minimize the amount of the debtor's assets available for distribution to creditors.,
0,The Roman Catholic Church has been a powerful enemy of Evangelicalism.,
0,The Romans are in control in the Old Testament comes to an end,
1,The Romans are in control when Jesus is born,
0,The S cooperation was formed to take advantage of limited tax liability by limiting revenue and profit.,
0,The S represents free energy,
0,The safety closures used on many medicines and household chemicals make the bottles impossible for children to open,
0,"The sales manager should not change the compensation plan, even if conditions in the marketplace warrant change.",
0,"The sales manager who appraises the performance of his/her sales personnel regularly is displaying the leadership quality known as ""consideration.""",
1,"The sales manager who makes decisions promptly and firmly is displaying the dimension of leadership described as ""structure.""",
1,"The sales manager who treats each member of the sales force as an individual is displaying the dimension of leadership described as ""consideration.""",
1,The salesperson should personally inspect all equipment and products before his or her sales presentation to ensure everything is working properly.,
0,The salesperson should use a standard entertainment activity for all customers to avoid the appearance of favoritism.,
0,The sampling distribution of the mean is always normally distributed,
0,The sampling distribution of z is always normally distributed,
1,The Sanhedrin influence the crowd to choose Barabas,
0,The Sanhedrin want to make Jesus' arrest something public for all to see so that a lesson will be learned by his followers,
0,The sea floor is older than the earth,
0,the second law of thermodynamics is the law of conservation of energy,
0,The selection of an inventory costing method has no significant impact on the financial statements,
0,The selection sorting algorithm can only be used to sort data in an ascending order,
1,The selection sorting algorithm will complete one exchange involving at most two elements per pass,
0,The self-serving bias is when you take credit for the negative and deny any responsibility for the positive..,
0,The short-circuit method of evaluating logical expressions does not apply to loop control expressions,
1,the shortest distance between a point and a line is measured along a perpendicular,
0,The sidereal drive on a telescope mounting must turn the telescope eastward about the polar axis,
0,The sign test analyzes both the magnitude and direction of the data,
0,The silicone-oxygen tetrahedron is a stable chemical compound,
1,The size modifier is used to specify the minimum number of positions to reserve for the output of a value,
0,The size of the firm should indicate the scope of the sales training program.,
1,"the slope of a line perpendicular to the line that passes through the points (-12, 15) and (4, -3) is 8/9",
1,The slope of the line reveals whether the relationship is positive or negative,
0,The social security wage base can not be used to discriminate in favor of highly compensated when making contribution plan,
0,The standard deviation (σ) can never be bigger than the variance (σ2).,
1,"The standard instrumentation of a string quartet is two violins, viola, and cello",
1,"The statement ""I can take care of myself"" best represents the focal concern of autonomy.",
1,"The statement ""providing more education opportunities to lower-income individuals will reduce crime"" is a hypothesis.",
1,"The statements found inside of an if...else may be any statement, including another if...else construct",
1,The stereotype of black man is dangerous criminals has persisted since slavery,
0,The stockholders' rights to the assets rank ahead of the creditors' rights to the assets,
1,The stoichiometric relationship between any two substances in a reaction depends on the mole ratio between those substances,
1,The strong AI thesis claims that it is possible for a computer to have cognitive states.,
1,the sum of the interior angles of a pentagon is 540°,
0,The sum of the measures of one set of exterior angles of a polygon is always less than the sum of the measures of interior angles.,
0,The sum of the measures of the three angles of an obtuse triangle is greater than the sum of the measures of the three angles of an acute triangle.,
1,The sum of the remote interior angles of a triangle is equal to the exterior angle,
0,the supplement of an acute angle is acute,
1,The tang of a knife should extend at least 1/3 of the way into the handle,
0,The task of normative ethics is to describe various cultures' moral beliefs.,
1,The tempo of a piece affects its mood and character,
1,"The term ""carrier"" is also applied to Ionophores, which move actively across the membrane together with the bound iron",
0,"The term ""intimate-partner violence"" refers only to crimes against women by their intimate male partners.",
1,The term biophysics was first introduced by Karl Pearson in 1892,
1,The term dSe/dt is called entropy flux,
1,"The term embouchure refers to the position of the player's lips, jaw, and facial muscles",
1,The term orchestra may be applied to various musical ensembles around the world,
0,the term pizzicato means to play in a throbbing manner,
0,The term professional development refers to moving through and up the ranks in the educational hierarchy.,
0,"The term song technically refers to all music, with or without words",
1,The term Stakeholders refers to customers of a product as well as employees of the company that produces and markets the product,
0,The terms of gender swapping an intersex can be used interchangeably,
1,The testing of Abraham takes place on a mountain,
0,The testing of Abraham takes place on the seventh day,
1,"The textural term for a basaltic lava flow that has a smooth, ropy appearance is pahoehoe",
0,The Thai government is successfully cracking down on the sex industry.,
1,The theory of action potential propagation was developed by the Nobel Prize winners Huxley and Hodgin,
1,The thermodynamic probability is the total number of microscopic states compatible with the macroscopic state of the system,
0,The thickness of the crust is about the same as the thickness of the mantle,
0,The third law of thermodynamics explains the direction of flow of heat and the extent of its convertibility into work,
0,The third wave of feminism has been critiqued for its lack of inclusivity of racial and sexual minorities,
1,"The three types fo film sound are sound effects, speech, and music",
1,The total energy of an isolated system remains constant although it may undergo transformations from one form to another,
1,The total energy of the system and its surroundings is conserved,
1,The total entropy change for any spontaneous process is positive,
0,The total error in prediction equals ∑ (Y - Y'),
1,"The transmembrane protein may use external energy to actively force ions from one side of the plasma membrane to the other, in which case it will be an ion channel",
0,The transmission electron microscope views the surface of the object,
0,The trumpet is the lowest-pitched instrument of the brass family,
1,The two important messages that smell communicates are attraction and identification,
1,The two main sources of stockholders' equity are investments contributed by stockholders and net income retained in the business,
1,the two scale types commonly found in western music from about 1650 to 1900 are major and minor,
0,the U.S. exports few services,
0,The U.S. in comparison with other developed countries has a lower than average fertility rate.,
0,The UCR/NIBRS program collects information on unreported crime.,
0,The ultimate source of all biological energy is ATP.,
0,The unemployment rate in the United States typically is about 10%,
0,the unemployment rate is the percentage of people who are willing and able to work and have jobs,
0,The Uniform Commercial Code is a legal guide to a narrow range of transactions between the seller and the buyer.,
1,The unit of information content is determined by the unit of the factor K in the Shannon equation and is the bit,
0,The United Nations and organizations within a half a lead to the end of interstate wars,
0,The United States boasts the most wireless subscribers in the world,
1,The United States has a higher percentage of children living in poverty than any other industrialized country.,
1,the United States has many of the characteristics of a private enterprise economy,
1,The United States spends about the same percentage of its resources on public schooling as the average of other industrialized nations.,
0,The upbeat is the strongest in any meter,
1,The use of a magnifying glass has just as little to do with biophysics as the use of most up-to-date optical or electronic measuring instruments,
0,The use of a precision modifier when displaying a floating point value will result in truncating all digits beyond the specified precision value,
1,The use of arrays can assist in allowing a program to process data more conveniently and independent of the size of the data set,
1,The use of the linear search should be limited to small lists or larger lists that are not searched often,
1,The V-snares are the proteins on the vesicles,
1,The value of a local variable may be returned through a return statement of a user defined function,
0,The value of Keq is constant at any temperature,
1,The value of the postfit incrememnt expression is determined before the variable is increased,
1,The value of the prefix incrememnt expression is determined after the variable is increased,
1,The vast majority of earthquakes occur along all types of plate boundaries,
1,The vernacular is the common language of a people,
0,The viola is somewhat smaller and higher pitched than the violin,
1,The violin was highly developed by Italian instrument makers between about 1600 and 1750,
0,the viral video is the most popular in-stream ad format for online video advertising,
1,The voltage between any two points in an electric field is equal to the difference in potential energy per unit charge between the two points,
0,The volume flow rate is given by Vants Hoffs law,
0,the wants and needs of consumers are limited,
1,The War on Poverty was intended to reduce crime by redistributing wealth in society.,
1,The wealthiest generation in the United States is the baby boomers,
1,"The width modifier for the output of a value must be large enough to account for the integral vaue of the number, the decimal points, and the number of digits in the decimal position",
0,The work done by the electrostatic force is path-independent,
0,The work performed under isothermal conditions always leads to a decrease in the Helmholtz free energy,
1,"The work which is done when a gas is compressed by a pressure p resulting in a volume change dV, is dW p = -pdV",
0,The world is running out of both food and oil.,
0,The Young Person's Guide to the Orchestra by Britten is based on a dance tune by Beethoven,
0,The z score and the z distribution are the same thing,
1,There are 64 different codons in the genetic code.,
1,There are a finite number of plants or animals that can be supported by an ecosystem.,
0,there are enough resources available to meet everyone's wants and needs,
0,There are four zones of offscreen space,
0,there are only 4 triangle congruence shortcuts,
0,there are seven levels to the hierarchy of needs,
0,There are too few train church leaders in South Korea.,
1,There can be no loan provision in a SIMPLE IRA plan,
0,There has been much persecution but no martyrs in India since the 1980's,
0,There is a large and growing Evangelical minority.,
1,"There is a large quantity of water on Earth, but most of it cannot be consumed by humans.",
0,There is a strict relationship between the range and depth of narration,
1,There is evidence to support natural selection,
0,there is no reason for married couples to have credit in their individual names,
1,There is no semi colon that follows the logical expression of an if...else construct,
0,There is not a strong positive correlation between education and income.,
1,There is some loss in each energy conversion.,
1,Thermochemistry is the study of heat changes that accompany chemical reactions and phase changes,
1,"Thermodynamic systems process energy, but not heat or work.heat and work are transfer phenomena",
0,"Thermodynamics is the field of physics that studies the effects of changes in temperature, density and volume on physical systems at the microscopic scale",
1,Thermodynamics is the study of energy relationships.,
1,This law requires workers to contribute to Social Security and Medicare is the Federal Contributions Act,
1,Thousands of Muslims have converted to Christianity in Ethiopia.,
1,"three alternate notes of a scale, sounded simultaneously, from a triad",
1,Three-fourths of today's children live in families where either both parents or the only parent works full time.,
1,"Throughout history, the voice has been a model for instrumentalists and instrument builders",
0,"Throughout history, women's voices have played a central role in the performance of church music",
0,Title to merchandise shipped FOB shipping point passes to the buyer upon delivery of the merchandise to the buyer's place of business,
1,"To apply the binomial distribution, three of the conditions which must be met are that there is a series of N trials where the outcomes are mutually exclusive and there is independence between trials",
0,"To be a libertarian, one must deny that human actions are ever the result of previous causes.",
1,To be fully insured for social security retirement benefits you must have 40 quarters of work credit,
0,"To be ordinary holder of a negotiable instrument, the holder must give value for it, take it without knowledge that is overdue or defective, and must take it in good faith.",
0,To calculate the probability of drawing three sevens in a row from a deck of cards involves the use of the multiplication rule and equals 4/52 + 3/51 + 2/50,
1,"To do linear regression, there must be paired scores on two variables",
0,"To meet the UCC's requirements for negotiability, an instrument must be payable to a specific party.",
1,to obtain the address of a variable use the address operator (&),
1,"to pay the cost of advertising, a business may have to increase the price of the product its advertising",
1,"To protect the rights of the mortgagee, a mortgage should be recorded with a state official.",
1,To sort an array of SIZE elements a total of SIZE - 1 passes are required to guarentee that the data is sorted using either the selection or bubble sorts,
1,"To use the z test, μ and σ must be specified",
